,custo_5_1,custo_4_1,custo_4_3,custo_obts,countrycode
28,6.795504969486532,30.00029798728907,40.87552809296611,11.427928965163373,BWA
29,4.265455659050343,17.494482980223292,21.988570818986553,-44.18310305140914,CAF
30,0.3130381517411962,3.3381849881202186,3.1095179571909215,-622.9494330539586,CAN
31,0.3224076480017768,3.3666376342059268,3.1492847454598794,-10.76409756537979,CHE
32,5.107902159737598,21.34251031297234,27.617745183317655,40.305387874208776,CHL
33,2.8906433948542087,11.981219715225988,14.363222625713522,13.405307408922162,CHN
34,5.591403394187866,23.601983655422277,30.909732450371187,-345.3176750969287,CIV
35,3.36438783641142,13.832702233380779,16.931785439616263,-97.27908072873315,CMR
36,5.50371852982372,23.170214843436334,30.261151610218207,-20.16934179711813,COD
37,10.68321271259598,59.65974797165885,99.54369498045028,96.52510297990963,COG
38,1.2782432955230405,6.366611794473553,7.007907532442048,49.23298091842165,COL
39,5.434522706869993,22.954869344659045,30.059661548441397,160.33783634771459,COM
40,4.158508328523447,17.038150042242318,21.34282029235619,12.93084329034177,CPV
41,3.1221264412385707,12.990208701763862,15.93192001543271,47.483186437677965,CRI
42,2.7258464907824465,11.927120821212768,15.25531181154447,-1.558602973979546,CUW
43,2.6077286512860676,10.93391751695567,12.956145379547369,82.01484440695663,CYM
44,6.137252255174164,26.38954806828537,35.167628691133366,12.285789279533182,CYP
45,10.741280954227195,62.06564102597027,107.25611831940647,38.97506378838103,CZE
46,0.7429627253401794,4.654477403499002,4.78786081498066,3.3450047370951266,DEU
47,42.49076454900762,inf,inf,90.34402905807727,DJI
48,7.667143134345311,35.26565900412824,49.63079037141141,15.988487047497763,DMA
49,0.8526456383608716,4.994124480624795,5.2031079911304845,40.281093172207676,DNK
50,5.35408740346226,22.443155202871324,29.175407792740195,18.476920230269894,DOM
51,12.089731675336735,77.4415008776824,154.050057418515,50.31414547762477,DZA
52,2.265335594061435,9.70778378321251,11.335994679523598,41.553808309399635,ECU
53,5.0136731145505875,20.94666338740392,27.083320234760343,9.63273894065004,EGY
54,2.5789720094476776,10.911442268224892,13.073344863784687,9.526070501369558,ESP
55,11.433185783183442,69.0690252953847,126.17644635406138,22.015461889470338,EST
56,11.008904914903361,76.89846804993662,173.29405725189545,475.96061692928345,ETH
57,1.195312225523626,6.088289442770778,6.617310451685832,6.419434031283594,FIN
58,4.61143605130121,19.005687005292792,24.14694301771465,22.33453798784919,FJI
59,0.5300010598742855,3.9961432855750934,3.944173691891506,5.249097271392903,FRA
60,14.443990888334302,121.28214997303144,783.0652225044269,39.546839218910264,GAB
61,0.7162847942128847,4.569206087996047,4.665460637645968,31.526244813201483,GBR
62,33.56154133098714,inf,inf,37.124545660606024,GEO
63,6.586091121688509,28.820020823115033,38.98472910260287,618.4378726920601,GHA
64,3.2156525192184926,13.219018816723871,16.042725702561867,-8.512087622065039,GIN
65,11.16207074633282,66.20759679162028,118.15274211225572,-776.198771034118,GMB
66,11.550904907421744,69.39709284215985,126.09401847946882,40.063465218457885,GNB
67,35.42745865916501,inf,inf,28.25993951128461,GNQ
68,1.2769706381351664,6.353296518872176,6.959297111427332,5.3367962181021635,GRC
69,6.068558234752541,26.02893121495027,34.609750901436584,11.695750894593763,GRD
70,0.45836523473952173,3.777223375983163,3.6626315433751166,-78.67833671940039,GTM
71,13.37611934300529,97.19685275218497,253.87266701594734,27.07499202014568,GUY
72,1.600145865470326,7.414008380427117,8.316683959650994,4.037295816078581,HKG
73,1.2378272480747077,6.222046574788953,6.7755669507912675,-17.972492164567274,HND
74,22.122849996663142,1.2251610537411113e+27,4.14739413685507e+48,31.897534798157785,HRV
75,4.526206116286957,18.628349319762695,23.605113082090725,-85.84741534144999,HTI
76,1.8973404592673493,8.431167093256754,9.670702434295396,6.4921478248746025,HUN
77,2.84555141037639,11.82367686592185,14.169337042120933,8.940035964996774,IDN
78,,,,39.757942883715245,IND
79,1.5139618620172657,7.130815421120262,7.960127692602903,16.163532580865354,IRL
80,7.278133862471492,33.07116722806705,46.10609888094102,34.089302407972404,IRN
81,299.9476940452117,inf,inf,43.82218650509804,IRQ
82,5.139294643659276,21.420341260549435,27.661370787181273,26.012056302687597,ISL
83,1.6687492941967808,7.64389234563585,8.61560697807695,8.341980461249895,ISR
84,0.8855337371537209,5.0998629809347,5.3499168121325935,4.302438840379642,ITA
85,3.5457105634458808,14.547231564749573,17.908136395383135,83.13413136200057,JAM
86,9.927995517283472,53.99136119468129,87.58847406342065,26.48488333634644,JOR
87,1.3718704460883746,6.675001080397358,7.412016374849895,3.3202891635927267,JPN
88,12.333167213841012,87.66192659318364,210.14554450362897,35.54312255330639,KAZ
89,4.866150998107166,20.153823136584627,25.807708601392456,-40.699796574169675,KEN
90,22.82161255124844,2.5039440720778687e+24,8.241473405907009e+45,224.32152277992668,KGZ
91,5.998073658765701,25.760554975602147,34.286493481125206,-427.6671769819493,KHM
92,13.885499303051585,108.86128473513645,379.0944410967116,17.564603653063045,KNA
93,2.4382462300788887,10.319437639786821,12.136396160959585,4.976896408789122,KOR
94,23.61137997076859,2.7216765902193888e+28,9.326193109007395e+49,38.84650498807393,KWT
95,3.4983769824023847,14.327395542166288,17.562187685664064,9.317516068285165,LAO
96,87.21563173900482,inf,inf,42.653003439269575,LBN
97,128.36193411155094,inf,inf,56.741892439504184,LBR
98,7.808993358342242,36.18136987777625,51.21050236395479,29.71705833946831,LCA
99,3.8398110982841738,15.773813219299493,19.654048441110273,59.13962857631023,LKA
100,4.947901346412653,20.52897427605902,26.354377937693595,28.2040799871311,LSO
101,9.131194599837023,46.42942468496647,70.85387746692429,16.784597377494745,LTU
102,0.631452194927351,4.307009423747599,4.333642596867948,8.389120190233694,LUX
103,39.10236173900383,inf,inf,46.94069442265676,LVA
104,1.4694024250667015,7.000423873891215,7.843197882443653,3.7461103027410467,MAC
105,3.4039882442899794,13.953996469370011,17.04863067225324,35.60989343888896,MAR
106,91.8855620155615,inf,inf,43.69019136686546,MDA
107,1.7959788600558024,8.07385688635942,9.17619572504722,-8.064033534334635,MDG
108,9.979265638539392,56.43080181273661,95.04907066725217,11.90316724094284,MDV
109,1.5820135529019508,7.35347533397015,8.238063784459214,-37.027633950552534,MEX
110,4.190908861016518,17.175874163053727,21.537422617180326,12.682250739834538,MKD
111,8.743140651304572,42.68933282029164,62.986040062302195,38.41660872631625,MLI
112,2.045023658304057,8.935024077645547,10.31739964457623,5.002101961977221,MLT
113,3.001919177538226,12.471289256452334,15.137233762820014,15.986400726043797,MMR
114,,,,48.26692373055505,MNE
115,16.292768435458616,196.91220331717588,353377984845.7623,22.389234048287747,MNG
116,3.012455857879326,12.440706296181347,14.984566083308248,-39.00640214181568,MOZ
117,100.79734915137225,inf,inf,39.93290489113923,MRT
118,191.7349712565239,inf,inf,46.814946311181735,MSR
119,8.37965605528288,40.05279214811992,58.09420886984324,35.97577883756538,MUS
120,7.433757290270315,34.09628592005978,47.887908432243755,333.6085426134195,MWI
121,3.4652016282329168,14.216417775489054,17.438086921990383,12.467413698728496,MYS
122,6.692985398491524,29.418664794880357,39.940637952025185,95.9496925395884,NAM
123,16.95479399317328,308.3554874633754,3.712946944155439e+17,214.14520534883104,NER
124,60.93211856713512,inf,inf,35.6018511906125,NGA
125,11.320120122420384,69.09181324812114,127.72911803972109,170.74382866899828,NIC
126,1.0367783782898599,5.581827266113892,5.9776524290919175,8.978760863625299,NLD
127,0.5621151821152415,4.093421447010481,4.059216397513632,5.492957101115303,NOR
128,2.0581617840290223,8.975102047611383,10.357646005307819,33.81290498360079,NPL
129,2.0595462954477117,8.992006119358798,10.406779648682818,113.12064697817048,NZL
130,11.34621159063638,66.94536164749753,118.90012979054205,21.191073364912285,OMN
131,2.4979886212427083,10.534959244085718,12.423428943085035,77.01443267200226,PAK
132,5.471987037771853,23.049975557617408,30.11507784056098,19.817723121357627,PAN
133,3.059103760456039,12.649735243486958,15.316947268238025,27.438857248540284,PER
134,0.9610370626956799,5.343676096693173,5.685461161226035,11.06501841246907,PHL
135,2.7913515367141706,11.61053017990088,13.863747888879807,8.831440959898892,POL
136,2.2881331946974726,9.789086898432476,11.444521625672333,9.647667145396198,PRT
137,2.769063809126182,11.52779150175476,13.752481050264521,16.817170756250103,PRY
138,5.825734644804914,24.777179842483864,32.689697763205096,26.176748547984253,PSE
139,15.53359860941268,157.69586097905014,33114898.044479698,-105.86458238390573,QAT
140,3.9823584942204615,16.297258575021555,20.30020007907205,8.86300847474422,ROU
141,6.489843224508518,28.874674175582292,39.595582604633364,12.44433822242108,RUS
142,8.370667546293653,39.98935287294367,57.978613779959346,83.05357746322515,RWA
143,24.564719968513703,1.9041890010914455e+33,6.771485081172927e+54,29.722941866488988,SAU
144,8.59020672078794,41.562799243235425,60.87459279231056,51.57625406315782,SDN
145,1.9897837612633085,8.738048459709645,10.04604279741943,-12.371363396665117,SEN
146,1.4634842882959465,6.963486828989818,7.742845206031168,3.526909865720161,SGP
147,10.043598850364678,53.731236963806,85.85822458522875,58.49529087574227,SLE
148,3.533837968804443,14.605896297006238,18.134899550354145,9.798566615929602,SLV
149,21.135404698303574,8.422588586751624e+18,2.567194923133327e+40,57.64336156505608,SRB
150,18.09113777684146,518.5945529492976,1.383811835673648e+21,72.29567875278741,STP
151,160.52809978987233,inf,inf,46.23854673329962,SUR
152,14.021946214321135,114.67917720894567,517.8514598941393,37.86612514465402,SVK
153,3.736405486535044,15.389619213132333,19.1698458600581,24.421716691291973,SVN
154,0.44248686499599454,3.7290005361379386,3.6017381430910156,13.638971878580822,SWE
155,21.221788043886015,7.96397810356473e+19,2.4673322503851897e+41,24.95346454974054,SWZ
156,,,,-32.60876754014063,SXM
157,140.0180015984125,inf,inf,40.645702766469675,SYC
158,32.53735101087554,inf,inf,43.18478124961064,SYR
159,45.05234247504912,inf,inf,33.195602618537215,TCA
160,13.714575068945578,103.97912055759804,313.31398896127547,196.38449761489326,TCD
161,6.321105075460975,27.369278529385642,36.69420298098331,-152.11317978641551,TGO
162,3.6760065825493404,15.039466988257866,18.54630601051759,10.6003877550127,THA
163,36.8527423480004,inf,inf,56.43660308430084,TJK
164,435.8207202358113,inf,inf,65.67801641019577,TKM
165,19.600069400668986,66675911.20255598,1.3544585026100361e+29,38.30465365963791,TTO
166,3.0593772356749316,12.619104926487434,15.226474708262083,11.985415342576477,TUN
167,4.491278408546973,18.549545956885428,23.57724206001619,26.922868279322167,TUR
168,1.1276493233460805,5.8697241099159525,6.334385782147023,2.3954803128753444,TWN
169,4.82824622865603,19.980991007625004,25.556529177449526,39.633689807148045,TZA
170,2.985055417648752,12.344719057760933,14.86698631347181,-28.631482759265957,UGA
171,26.508556464486933,5.856848189042685e+46,2.2271106129003602e+68,38.240369697966,UKR
172,4.484193924495439,18.46246089925043,23.388820919976936,1237.8639234269535,URY
173,0.3092803388445864,3.3266589579080685,3.0916515894339636,9.69892612813161,USA
174,30.325721503790028,inf,inf,208.10075558728838,UZB
175,14.160843909459775,114.06645268229579,472.58814445099995,29.157311263687706,VCT
176,7.378662510910061,33.45636803552785,46.56081486044841,27.69030246765036,VEN
177,20.186600723894642,253279957985.19797,6.321242789710674e+32,39.85470295695433,VGB
178,1.6893515256900749,7.726333708612465,8.757926290134787,5.989346666945051,VNM
179,16.492929654860824,210.58224545880736,4133213222912.5986,13.13172276927663,YEM
180,0.6566434873684246,4.384855269195342,4.433221076434779,-6.444844454310495,ZAF
181,14.209610197868528,115.25988202836915,503.6551861305319,88.63540269464222,ZMB
182,217.62169306048466,inf,inf,49.03821444040822,ZWE
